,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index,S5TELS Index
,open,high,low,close,volume,num_trds,value
2022-10-21 16:06:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:07:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:08:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:09:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:10:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:11:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:12:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:13:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:14:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:15:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:16:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:17:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:18:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:19:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:20:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:21:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:22:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:23:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:24:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:25:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:26:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:27:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:28:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:29:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:30:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:31:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:32:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:33:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:34:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:35:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:36:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:37:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:38:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:39:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:40:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:41:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:42:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:43:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:44:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:45:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:46:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:47:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:48:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:49:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:50:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:51:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:52:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:53:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:54:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:55:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:56:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:57:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:58:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-21 16:59:00-04:00,169.45,169.45,169.45,169.45,0,4,0.0
2022-10-24 09:30:00-04:00,169.45,169.55,169.11,169.55,0,5,0.0
2022-10-24 09:31:00-04:00,169.56,169.56,169.45,169.46,0,4,0.0
2022-10-24 09:32:00-04:00,169.36,169.36,169.1,169.17,0,4,0.0
2022-10-24 09:33:00-04:00,169.01,169.16,169.01,169.16,0,4,0.0
2022-10-24 09:34:00-04:00,169.39,169.64,169.39,169.64,0,4,0.0
2022-10-24 09:35:00-04:00,169.65,170.02,169.65,170.02,0,4,0.0
2022-10-24 09:36:00-04:00,169.75,169.75,169.64,169.64,0,4,0.0
2022-10-24 09:37:00-04:00,169.83,169.83,169.65,169.77,0,4,0.0
2022-10-24 09:38:00-04:00,169.97,169.97,169.63,169.63,0,4,0.0
2022-10-24 09:39:00-04:00,169.65,169.75,169.54,169.54,0,4,0.0
2022-10-24 09:40:00-04:00,169.31,169.31,168.94,168.94,0,4,0.0
2022-10-24 09:41:00-04:00,168.93,169.09,168.85,168.85,0,4,0.0
2022-10-24 09:42:00-04:00,168.88,168.97,168.83,168.96,0,4,0.0
2022-10-24 09:43:00-04:00,168.96,168.96,168.76,168.82,0,4,0.0
2022-10-24 09:44:00-04:00,169.02,169.47,168.99,169.47,0,4,0.0
2022-10-24 09:45:00-04:00,170.31,170.34,169.84,170.34,0,4,0.0
2022-10-24 09:46:00-04:00,170.34,170.34,170.27,170.34,0,4,0.0
2022-10-24 09:47:00-04:00,170.28,170.3,170.12,170.12,0,4,0.0
2022-10-24 09:48:00-04:00,170.19,170.27,169.84,169.84,0,4,0.0
2022-10-24 09:49:00-04:00,169.78,169.78,169.53,169.53,0,4,0.0
2022-10-24 09:50:00-04:00,169.54,169.58,169.54,169.58,0,4,0.0
2022-10-24 09:51:00-04:00,169.76,169.94,169.76,169.76,0,4,0.0
2022-10-24 09:52:00-04:00,169.88,169.88,169.64,169.64,0,4,0.0
2022-10-24 09:53:00-04:00,169.59,170.06,169.59,169.99,0,4,0.0
2022-10-24 09:54:00-04:00,170.06,170.15,170.05,170.15,0,4,0.0
2022-10-24 09:55:00-04:00,170.19,170.19,170.02,170.14,0,4,0.0
2022-10-24 09:56:00-04:00,170.01,170.01,169.89,169.97,0,4,0.0
2022-10-24 09:57:00-04:00,170.01,170.01,169.57,169.57,0,4,0.0
2022-10-24 09:58:00-04:00,169.63,169.78,169.63,169.77,0,4,0.0
2022-10-24 09:59:00-04:00,169.81,169.84,169.71,169.79,0,4,0.0
2022-10-24 10:00:00-04:00,169.61,169.61,169.36,169.43,0,4,0.0
2022-10-24 10:01:00-04:00,169.53,169.53,169.25,169.25,0,4,0.0
2022-10-24 10:02:00-04:00,169.33,169.33,168.96,168.96,0,4,0.0
2022-10-24 10:03:00-04:00,169.01,169.01,168.84,168.84,0,4,0.0
2022-10-24 10:04:00-04:00,168.78,168.82,168.57,168.57,0,4,0.0
2022-10-24 10:05:00-04:00,168.72,168.72,168.46,168.47,0,4,0.0
2022-10-24 10:06:00-04:00,168.61,168.67,168.53,168.67,0,4,0.0
2022-10-24 10:07:00-04:00,168.63,168.7,168.6,168.62,0,4,0.0
2022-10-24 10:08:00-04:00,168.54,168.54,168.18,168.18,0,4,0.0
2022-10-24 10:09:00-04:00,168.19,168.19,168.1,168.18,0,4,0.0
2022-10-24 10:10:00-04:00,168.2,168.36,168.2,168.31,0,4,0.0
2022-10-24 10:11:00-04:00,168.35,168.51,168.35,168.51,0,4,0.0
2022-10-24 10:12:00-04:00,168.56,168.58,168.49,168.52,0,4,0.0
2022-10-24 10:13:00-04:00,168.59,168.61,168.59,168.61,0,4,0.0
2022-10-24 10:14:00-04:00,168.76,168.77,168.71,168.73,0,4,0.0
2022-10-24 10:15:00-04:00,168.63,168.74,168.63,168.64,0,4,0.0
2022-10-24 10:16:00-04:00,168.48,168.48,168.36,168.36,0,4,0.0
2022-10-24 10:17:00-04:00,168.32,168.37,168.28,168.36,0,4,0.0
2022-10-24 10:18:00-04:00,168.46,168.46,168.4,168.43,0,4,0.0
2022-10-24 10:19:00-04:00,168.62,168.69,168.62,168.69,0,4,0.0
2022-10-24 10:20:00-04:00,168.67,168.67,168.34,168.34,0,4,0.0
2022-10-24 10:21:00-04:00,168.19,168.21,168.16,168.21,0,4,0.0
2022-10-24 10:22:00-04:00,168.4,168.4,168.35,168.35,0,4,0.0
2022-10-24 10:23:00-04:00,168.26,168.26,168.16,168.16,0,4,0.0
2022-10-24 10:24:00-04:00,168.11,168.2,168.04,168.2,0,4,0.0
2022-10-24 10:25:00-04:00,168.16,168.33,168.12,168.33,0,4,0.0
2022-10-24 10:26:00-04:00,168.18,168.18,168.01,168.01,0,4,0.0
2022-10-24 10:27:00-04:00,168.06,168.3,168.06,168.3,0,4,0.0
2022-10-24 10:28:00-04:00,168.22,168.27,168.22,168.27,0,4,0.0
2022-10-24 10:29:00-04:00,168.37,168.57,168.37,168.57,0,4,0.0
2022-10-24 10:30:00-04:00,168.45,168.55,168.45,168.45,0,4,0.0
2022-10-24 10:31:00-04:00,168.53,168.72,168.53,168.72,0,4,0.0
2022-10-24 10:32:00-04:00,168.83,169.11,168.83,169.11,0,4,0.0
2022-10-24 10:33:00-04:00,168.93,168.93,168.84,168.84,0,4,0.0
2022-10-24 10:34:00-04:00,168.92,169.03,168.92,169.03,0,4,0.0
2022-10-24 10:35:00-04:00,169.28,169.61,169.28,169.61,0,4,0.0
2022-10-24 10:36:00-04:00,169.74,169.74,169.63,169.63,0,4,0.0
2022-10-24 10:37:00-04:00,169.56,169.63,169.54,169.63,0,4,0.0
2022-10-24 10:38:00-04:00,169.75,169.8,169.75,169.75,0,4,0.0
2022-10-24 10:39:00-04:00,169.73,169.96,169.73,169.81,0,4,0.0
2022-10-24 10:40:00-04:00,169.75,169.91,169.75,169.81,0,4,0.0
2022-10-24 10:41:00-04:00,169.7,169.7,169.58,169.62,0,4,0.0
2022-10-24 10:42:00-04:00,169.42,169.59,169.42,169.59,0,4,0.0
2022-10-24 10:43:00-04:00,169.48,169.48,169.43,169.45,0,4,0.0
2022-10-24 10:44:00-04:00,169.48,169.68,169.48,169.6,0,4,0.0
2022-10-24 10:45:00-04:00,169.47,169.59,169.47,169.59,0,4,0.0
2022-10-24 10:46:00-04:00,169.56,169.68,169.56,169.68,0,4,0.0
2022-10-24 10:47:00-04:00,169.63,169.9,169.63,169.9,0,4,0.0
2022-10-24 10:48:00-04:00,170.0,170.06,169.99,169.99,0,4,0.0
2022-10-24 10:49:00-04:00,169.86,169.86,169.54,169.54,0,4,0.0
2022-10-24 10:50:00-04:00,169.55,169.77,169.55,169.77,0,4,0.0
2022-10-24 10:51:00-04:00,169.84,170.06,169.84,170.01,0,4,0.0
2022-10-24 10:52:00-04:00,169.92,169.96,169.88,169.88,0,4,0.0
2022-10-24 10:53:00-04:00,169.92,170.01,169.9,169.91,0,4,0.0
2022-10-24 10:54:00-04:00,169.82,170.05,169.82,170.05,0,4,0.0
2022-10-24 10:55:00-04:00,169.98,169.98,169.83,169.83,0,4,0.0
2022-10-24 10:56:00-04:00,169.84,169.97,169.84,169.97,0,4,0.0
2022-10-24 10:57:00-04:00,169.96,170.01,169.96,169.99,0,4,0.0
2022-10-24 10:58:00-04:00,169.96,170.02,169.96,170.02,0,4,0.0
2022-10-24 10:59:00-04:00,170.19,170.56,170.19,170.49,0,4,0.0
2022-10-24 11:00:00-04:00,170.53,170.53,170.37,170.53,0,4,0.0
2022-10-24 11:01:00-04:00,170.55,170.69,170.55,170.69,0,4,0.0
2022-10-24 11:02:00-04:00,170.8,170.8,170.56,170.56,0,4,0.0
2022-10-24 11:03:00-04:00,170.61,170.65,170.61,170.65,0,4,0.0
2022-10-24 11:04:00-04:00,170.64,170.64,170.46,170.46,0,4,0.0
2022-10-24 11:05:00-04:00,170.51,170.59,170.49,170.59,0,4,0.0
2022-10-24 11:06:00-04:00,170.7,170.7,170.21,170.21,0,4,0.0
2022-10-24 11:07:00-04:00,170.2,170.2,169.87,169.99,0,4,0.0
2022-10-24 11:08:00-04:00,169.91,170.07,169.91,170.03,0,4,0.0
2022-10-24 11:09:00-04:00,170.02,170.02,169.89,169.91,0,4,0.0
2022-10-24 11:10:00-04:00,169.84,170.05,169.84,170.05,0,4,0.0
2022-10-24 11:11:00-04:00,169.98,170.21,169.97,170.21,0,4,0.0
2022-10-24 11:12:00-04:00,170.11,170.2,170.11,170.2,0,4,0.0
2022-10-24 11:13:00-04:00,170.12,170.12,170.04,170.04,0,4,0.0
2022-10-24 11:14:00-04:00,170.15,170.23,170.15,170.23,0,4,0.0
2022-10-24 11:15:00-04:00,170.16,170.33,170.16,170.31,0,4,0.0
2022-10-24 11:16:00-04:00,170.31,170.31,169.99,169.99,0,4,0.0
2022-10-24 11:17:00-04:00,169.91,169.91,169.72,169.72,0,4,0.0
2022-10-24 11:18:00-04:00,169.73,169.83,169.73,169.77,0,4,0.0
2022-10-24 11:19:00-04:00,169.76,169.82,169.66,169.82,0,4,0.0
2022-10-24 11:20:00-04:00,169.9,169.95,169.89,169.95,0,4,0.0
2022-10-24 11:21:00-04:00,169.98,170.18,169.98,170.1,0,4,0.0
2022-10-24 11:22:00-04:00,170.07,170.24,170.07,170.18,0,4,0.0
2022-10-24 11:23:00-04:00,170.13,170.22,170.13,170.18,0,4,0.0
2022-10-24 11:24:00-04:00,170.2,170.33,170.2,170.33,0,4,0.0
2022-10-24 11:25:00-04:00,170.29,170.35,170.29,170.32,0,4,0.0
2022-10-24 11:26:00-04:00,170.36,170.36,170.16,170.17,0,4,0.0
2022-10-24 11:27:00-04:00,170.11,170.31,170.11,170.31,0,4,0.0
2022-10-24 11:28:00-04:00,170.42,170.43,170.4,170.43,0,4,0.0
2022-10-24 11:29:00-04:00,170.34,170.42,170.34,170.4,0,4,0.0
2022-10-24 11:30:00-04:00,170.29,170.4,170.27,170.4,0,4,0.0
2022-10-24 11:31:00-04:00,170.32,170.35,170.24,170.35,0,4,0.0
2022-10-24 11:32:00-04:00,170.37,170.39,170.22,170.22,0,4,0.0
2022-10-24 11:33:00-04:00,170.25,170.31,170.25,170.31,0,4,0.0
2022-10-24 11:34:00-04:00,170.26,170.32,170.26,170.32,0,4,0.0
2022-10-24 11:35:00-04:00,170.34,170.48,170.34,170.42,0,4,0.0
2022-10-24 11:36:00-04:00,170.4,170.73,170.4,170.73,0,4,0.0
2022-10-24 11:37:00-04:00,170.67,170.67,170.66,170.66,0,4,0.0
2022-10-24 11:38:00-04:00,170.58,170.58,170.4,170.4,0,4,0.0
2022-10-24 11:39:00-04:00,170.44,170.54,170.44,170.54,0,4,0.0
2022-10-24 11:40:00-04:00,170.51,170.57,170.49,170.57,0,4,0.0
2022-10-24 11:41:00-04:00,170.57,170.57,170.5,170.5,0,4,0.0
2022-10-24 11:42:00-04:00,170.42,170.58,170.42,170.58,0,4,0.0
2022-10-24 11:43:00-04:00,170.6,170.6,170.44,170.44,0,4,0.0
2022-10-24 11:44:00-04:00,170.41,170.41,170.38,170.38,0,4,0.0
2022-10-24 11:45:00-04:00,170.31,170.33,170.25,170.25,0,4,0.0
2022-10-24 11:46:00-04:00,170.2,170.2,170.02,170.06,0,4,0.0
2022-10-24 11:47:00-04:00,170.15,170.22,170.15,170.22,0,4,0.0
2022-10-24 11:48:00-04:00,170.18,170.19,170.16,170.19,0,4,0.0
2022-10-24 11:49:00-04:00,170.17,170.25,170.17,170.25,0,4,0.0
2022-10-24 11:50:00-04:00,170.31,170.31,170.27,170.29,0,4,0.0
2022-10-24 11:51:00-04:00,170.26,170.48,170.26,170.39,0,4,0.0
2022-10-24 11:52:00-04:00,170.51,170.67,170.51,170.67,0,4,0.0
2022-10-24 11:53:00-04:00,170.7,170.7,170.65,170.65,0,4,0.0
2022-10-24 11:54:00-04:00,170.57,170.73,170.57,170.73,0,4,0.0
2022-10-24 11:55:00-04:00,170.75,170.79,170.75,170.75,0,4,0.0
2022-10-24 11:56:00-04:00,170.75,170.79,170.66,170.66,0,4,0.0
2022-10-24 11:57:00-04:00,170.62,170.69,170.62,170.69,0,4,0.0
2022-10-24 11:58:00-04:00,170.63,170.75,170.63,170.71,0,4,0.0
2022-10-24 11:59:00-04:00,170.72,170.77,170.72,170.74,0,4,0.0
2022-10-24 12:00:00-04:00,170.58,170.74,170.57,170.74,0,4,0.0
2022-10-24 12:01:00-04:00,170.78,170.78,170.67,170.67,0,4,0.0
2022-10-24 12:02:00-04:00,170.65,170.65,170.52,170.56,0,4,0.0
2022-10-24 12:03:00-04:00,170.51,170.56,170.51,170.52,0,4,0.0
2022-10-24 12:04:00-04:00,170.42,170.42,170.32,170.37,0,4,0.0
2022-10-24 12:05:00-04:00,170.41,170.55,170.41,170.55,0,4,0.0
2022-10-24 12:06:00-04:00,170.51,170.53,170.43,170.43,0,4,0.0
2022-10-24 12:07:00-04:00,170.4,170.49,170.4,170.49,0,4,0.0
2022-10-24 12:08:00-04:00,170.43,170.53,170.43,170.53,0,4,0.0
2022-10-24 12:09:00-04:00,170.52,170.52,170.42,170.42,0,4,0.0
2022-10-24 12:10:00-04:00,170.44,170.52,170.44,170.52,0,4,0.0
2022-10-24 12:11:00-04:00,170.49,170.64,170.49,170.64,0,4,0.0
2022-10-24 12:12:00-04:00,170.59,170.6,170.56,170.6,0,4,0.0
2022-10-24 12:13:00-04:00,170.58,170.65,170.58,170.65,0,4,0.0
2022-10-24 12:14:00-04:00,170.64,170.69,170.64,170.69,0,4,0.0
2022-10-24 12:15:00-04:00,170.72,170.79,170.72,170.77,0,4,0.0
2022-10-24 12:16:00-04:00,170.76,170.78,170.72,170.74,0,4,0.0
2022-10-24 12:17:00-04:00,170.79,170.86,170.79,170.86,0,4,0.0
2022-10-24 12:18:00-04:00,170.87,171.09,170.87,171.09,0,4,0.0
2022-10-24 12:19:00-04:00,171.09,171.13,171.07,171.07,0,4,0.0
2022-10-24 12:20:00-04:00,171.13,171.13,170.94,170.94,0,4,0.0
2022-10-24 12:21:00-04:00,170.91,171.04,170.91,171.02,0,4,0.0
2022-10-24 12:22:00-04:00,171.1,171.15,171.1,171.14,0,4,0.0
2022-10-24 12:23:00-04:00,171.15,171.19,171.15,171.19,0,4,0.0
2022-10-24 12:24:00-04:00,171.23,171.31,171.23,171.31,0,4,0.0
2022-10-24 12:25:00-04:00,171.28,171.28,171.27,171.27,0,4,0.0
2022-10-24 12:26:00-04:00,171.17,171.17,171.08,171.08,0,4,0.0
2022-10-24 12:27:00-04:00,171.05,171.08,171.04,171.08,0,4,0.0
2022-10-24 12:28:00-04:00,171.11,171.13,171.08,171.08,0,4,0.0
2022-10-24 12:29:00-04:00,171.05,171.05,170.97,170.97,0,4,0.0
2022-10-24 12:30:00-04:00,170.98,171.01,170.95,171.01,0,4,0.0
2022-10-24 12:31:00-04:00,171.0,171.0,170.88,170.88,0,4,0.0
2022-10-24 12:32:00-04:00,170.85,170.85,170.77,170.82,0,4,0.0
2022-10-24 12:33:00-04:00,170.83,170.84,170.78,170.84,0,4,0.0
2022-10-24 12:34:00-04:00,170.89,170.95,170.89,170.95,0,4,0.0
2022-10-24 12:35:00-04:00,170.91,170.96,170.91,170.96,0,4,0.0
2022-10-24 12:36:00-04:00,170.97,171.03,170.97,171.03,0,4,0.0
2022-10-24 12:37:00-04:00,171.0,171.07,171.0,171.07,0,4,0.0
2022-10-24 12:38:00-04:00,171.1,171.11,170.98,170.98,0,4,0.0
2022-10-24 12:39:00-04:00,171.01,171.01,170.92,170.92,0,4,0.0
2022-10-24 12:40:00-04:00,170.9,170.91,170.89,170.89,0,4,0.0
2022-10-24 12:41:00-04:00,170.9,170.9,170.86,170.9,0,4,0.0
2022-10-24 12:42:00-04:00,170.88,170.95,170.87,170.87,0,4,0.0
2022-10-24 12:43:00-04:00,170.94,171.04,170.86,171.04,0,4,0.0
2022-10-24 12:44:00-04:00,171.05,171.15,171.05,171.15,0,4,0.0
2022-10-24 12:45:00-04:00,171.15,171.31,171.15,171.31,0,4,0.0
2022-10-24 12:46:00-04:00,171.31,171.34,171.3,171.34,0,4,0.0
2022-10-24 12:47:00-04:00,171.31,171.33,171.31,171.33,0,4,0.0
2022-10-24 12:48:00-04:00,171.32,171.32,171.28,171.28,0,4,0.0
2022-10-24 12:49:00-04:00,171.3,171.4,171.3,171.39,0,4,0.0
2022-10-24 12:50:00-04:00,171.36,171.39,171.34,171.34,0,4,0.0
2022-10-24 12:51:00-04:00,171.39,171.46,171.39,171.44,0,4,0.0
2022-10-24 12:52:00-04:00,171.35,171.39,171.34,171.38,0,4,0.0
2022-10-24 12:53:00-04:00,171.39,171.47,171.39,171.47,0,4,0.0
2022-10-24 12:54:00-04:00,171.48,171.52,171.47,171.52,0,4,0.0
2022-10-24 12:55:00-04:00,171.41,171.47,171.41,171.47,0,4,0.0
2022-10-24 12:56:00-04:00,171.45,171.49,171.45,171.49,0,4,0.0
2022-10-24 12:57:00-04:00,171.45,171.45,171.38,171.39,0,4,0.0
2022-10-24 12:58:00-04:00,171.36,171.36,171.3,171.3,0,4,0.0
2022-10-24 12:59:00-04:00,171.29,171.29,171.17,171.17,0,4,0.0
2022-10-24 13:00:00-04:00,171.19,171.19,171.1,171.1,0,4,0.0
2022-10-24 13:01:00-04:00,171.05,171.05,170.99,170.99,0,4,0.0
2022-10-24 13:02:00-04:00,171.03,171.07,171.01,171.07,0,4,0.0
2022-10-24 13:03:00-04:00,170.97,170.97,170.94,170.94,0,4,0.0
2022-10-24 13:04:00-04:00,170.89,171.02,170.89,171.02,0,4,0.0
2022-10-24 13:05:00-04:00,171.06,171.06,171.01,171.03,0,4,0.0
2022-10-24 13:06:00-04:00,170.97,171.06,170.97,171.06,0,4,0.0
2022-10-24 13:07:00-04:00,171.07,171.18,171.07,171.18,0,4,0.0
2022-10-24 13:08:00-04:00,171.21,171.21,171.14,171.14,0,4,0.0
2022-10-24 13:09:00-04:00,171.1,171.12,171.08,171.1,0,4,0.0
2022-10-24 13:10:00-04:00,171.09,171.09,171.04,171.04,0,4,0.0
2022-10-24 13:11:00-04:00,171.0,171.0,170.83,170.83,0,4,0.0
2022-10-24 13:12:00-04:00,170.84,170.92,170.84,170.92,0,4,0.0
2022-10-24 13:13:00-04:00,170.87,170.87,170.79,170.79,0,4,0.0
2022-10-24 13:14:00-04:00,170.83,170.88,170.83,170.83,0,4,0.0
2022-10-24 13:15:00-04:00,170.87,170.94,170.87,170.9,0,4,0.0
2022-10-24 13:16:00-04:00,170.91,170.91,170.8,170.8,0,4,0.0
2022-10-24 13:17:00-04:00,170.82,170.87,170.82,170.86,0,4,0.0
2022-10-24 13:18:00-04:00,170.85,170.9,170.8,170.8,0,4,0.0
2022-10-24 13:19:00-04:00,170.82,170.92,170.82,170.88,0,4,0.0
2022-10-24 13:20:00-04:00,170.83,170.83,170.75,170.8,0,4,0.0
2022-10-24 13:21:00-04:00,170.77,170.78,170.7,170.78,0,4,0.0
2022-10-24 13:22:00-04:00,170.75,170.76,170.73,170.73,0,4,0.0
2022-10-24 13:23:00-04:00,170.78,170.8,170.76,170.76,0,4,0.0
2022-10-24 13:24:00-04:00,170.69,170.77,170.69,170.77,0,4,0.0
2022-10-24 13:25:00-04:00,170.79,170.85,170.79,170.85,0,4,0.0
2022-10-24 13:26:00-04:00,170.86,170.86,170.75,170.75,0,4,0.0
2022-10-24 13:27:00-04:00,170.77,170.83,170.68,170.68,0,4,0.0
2022-10-24 13:28:00-04:00,170.56,170.58,170.53,170.58,0,4,0.0
2022-10-24 13:29:00-04:00,170.56,170.65,170.56,170.63,0,4,0.0
2022-10-24 13:30:00-04:00,170.57,170.62,170.57,170.57,0,4,0.0
2022-10-24 13:31:00-04:00,170.47,170.47,170.24,170.24,0,4,0.0
2022-10-24 13:32:00-04:00,170.18,170.18,170.01,170.05,0,4,0.0
2022-10-24 13:33:00-04:00,170.09,170.13,170.03,170.08,0,4,0.0
2022-10-24 13:34:00-04:00,169.97,170.0,169.97,170.0,0,4,0.0
2022-10-24 13:35:00-04:00,170.02,170.02,169.99,169.99,0,4,0.0
2022-10-24 13:36:00-04:00,169.93,169.93,169.79,169.79,0,4,0.0
2022-10-24 13:37:00-04:00,169.81,169.89,169.8,169.8,0,4,0.0
2022-10-24 13:38:00-04:00,169.72,169.76,169.7,169.76,0,4,0.0
2022-10-24 13:39:00-04:00,169.8,169.81,169.71,169.81,0,4,0.0
2022-10-24 13:40:00-04:00,169.96,169.96,169.88,169.88,0,4,0.0
2022-10-24 13:41:00-04:00,169.92,169.99,169.92,169.99,0,4,0.0
2022-10-24 13:42:00-04:00,169.99,170.05,169.99,170.05,0,4,0.0
2022-10-24 13:43:00-04:00,170.03,170.07,170.03,170.06,0,4,0.0
2022-10-24 13:44:00-04:00,170.07,170.07,170.04,170.06,0,4,0.0
2022-10-24 13:45:00-04:00,170.07,170.19,170.06,170.19,0,4,0.0
2022-10-24 13:46:00-04:00,170.13,170.17,170.12,170.13,0,4,0.0
2022-10-24 13:47:00-04:00,170.06,170.06,169.91,169.93,0,4,0.0
2022-10-24 13:48:00-04:00,169.98,169.98,169.83,169.83,0,4,0.0
2022-10-24 13:49:00-04:00,169.86,169.96,169.86,169.95,0,4,0.0
2022-10-24 13:50:00-04:00,169.92,170.02,169.92,170.02,0,4,0.0
2022-10-24 13:51:00-04:00,169.88,169.88,169.84,169.85,0,4,0.0
2022-10-24 13:52:00-04:00,169.86,169.91,169.86,169.91,0,4,0.0
2022-10-24 13:53:00-04:00,170.0,170.03,170.0,170.02,0,4,0.0
2022-10-24 13:54:00-04:00,170.0,170.01,169.97,169.97,0,4,0.0
2022-10-24 13:55:00-04:00,169.97,169.97,169.91,169.94,0,4,0.0
2022-10-24 13:56:00-04:00,170.01,170.07,169.98,169.98,0,4,0.0
2022-10-24 13:57:00-04:00,169.94,169.98,169.9,169.9,0,4,0.0
2022-10-24 13:58:00-04:00,169.95,169.95,169.87,169.87,0,4,0.0
2022-10-24 13:59:00-04:00,169.84,169.9,169.83,169.9,0,4,0.0
2022-10-24 14:00:00-04:00,169.93,169.97,169.93,169.97,0,4,0.0
2022-10-24 14:01:00-04:00,169.98,169.99,169.96,169.99,0,4,0.0
2022-10-24 14:02:00-04:00,170.05,170.14,170.05,170.14,0,4,0.0
2022-10-24 14:03:00-04:00,170.17,170.17,170.14,170.14,0,4,0.0
2022-10-24 14:04:00-04:00,170.19,170.23,170.19,170.23,0,4,0.0
2022-10-24 14:05:00-04:00,170.2,170.3,170.2,170.26,0,4,0.0
2022-10-24 14:06:00-04:00,170.26,170.33,170.26,170.26,0,4,0.0
2022-10-24 14:07:00-04:00,170.26,170.26,170.23,170.23,0,4,0.0
2022-10-24 14:08:00-04:00,170.24,170.25,170.21,170.21,0,4,0.0
2022-10-24 14:09:00-04:00,170.24,170.3,170.24,170.25,0,4,0.0
2022-10-24 14:10:00-04:00,170.23,170.25,170.18,170.18,0,4,0.0
2022-10-24 14:11:00-04:00,170.2,170.25,170.2,170.24,0,4,0.0
2022-10-24 14:12:00-04:00,170.21,170.27,170.21,170.27,0,4,0.0
2022-10-24 14:13:00-04:00,170.23,170.26,170.22,170.22,0,4,0.0
2022-10-24 14:14:00-04:00,170.22,170.3,170.22,170.3,0,4,0.0
