,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index,S5MATR Index
,open,high,low,close,volume,num_trds,value
2022-10-13 15:59:00-04:00,443.84,443.94,443.74,443.89,0,4,0.0
2022-10-13 16:00:00-04:00,443.88,443.88,443.88,443.88,0,4,0.0
2022-10-13 16:01:00-04:00,443.88,443.88,443.88,443.88,0,4,0.0
2022-10-13 16:02:00-04:00,443.88,443.88,443.88,443.88,0,4,0.0
2022-10-13 16:03:00-04:00,443.87,443.87,443.86,443.86,0,4,0.0
2022-10-13 16:04:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:05:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:06:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:07:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:08:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:09:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:10:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:11:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:12:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:13:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:14:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:15:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:16:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:17:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:18:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:19:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:20:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:21:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:22:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:23:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:24:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:25:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:26:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:27:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:28:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:29:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:30:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:31:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:32:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:33:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:34:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:35:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:36:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:37:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:38:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:39:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:40:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:41:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:42:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:43:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:44:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:45:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:46:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:47:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:48:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:49:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:50:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:51:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:52:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:53:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:54:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:55:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:56:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:57:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:58:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-13 16:59:00-04:00,443.87,443.87,443.87,443.87,0,4,0.0
2022-10-14 09:30:00-04:00,443.87,446.89,443.87,446.78,0,5,0.0
2022-10-14 09:31:00-04:00,446.84,447.03,446.68,446.68,0,4,0.0
2022-10-14 09:32:00-04:00,446.34,446.68,446.34,446.48,0,4,0.0
2022-10-14 09:33:00-04:00,447.14,447.14,446.24,446.24,0,4,0.0
2022-10-14 09:34:00-04:00,445.83,445.83,445.35,445.35,0,4,0.0
2022-10-14 09:35:00-04:00,445.83,446.15,445.82,445.82,0,4,0.0
2022-10-14 09:36:00-04:00,445.74,445.75,445.69,445.69,0,4,0.0
2022-10-14 09:37:00-04:00,445.74,446.17,445.74,446.17,0,4,0.0
2022-10-14 09:38:00-04:00,446.21,446.68,446.21,446.67,0,4,0.0
2022-10-14 09:39:00-04:00,446.55,447.05,446.55,447.05,0,4,0.0
2022-10-14 09:40:00-04:00,447.01,447.01,446.08,446.08,0,4,0.0
2022-10-14 09:41:00-04:00,445.87,445.87,445.28,445.44,0,4,0.0
2022-10-14 09:42:00-04:00,445.31,445.31,444.91,444.91,0,4,0.0
2022-10-14 09:43:00-04:00,444.68,444.69,444.35,444.35,0,4,0.0
2022-10-14 09:44:00-04:00,444.19,444.21,444.19,444.21,0,4,0.0
2022-10-14 09:45:00-04:00,443.89,443.89,443.08,443.08,0,4,0.0
2022-10-14 09:46:00-04:00,443.06,443.29,443.06,443.29,0,4,0.0
2022-10-14 09:47:00-04:00,443.53,443.53,443.18,443.18,0,4,0.0
2022-10-14 09:48:00-04:00,443.12,443.23,443.04,443.21,0,4,0.0
2022-10-14 09:49:00-04:00,443.2,443.2,442.9,442.9,0,4,0.0
2022-10-14 09:50:00-04:00,443.1,443.56,443.03,443.03,0,4,0.0
2022-10-14 09:51:00-04:00,442.85,442.86,442.56,442.56,0,4,0.0
2022-10-14 09:52:00-04:00,442.22,442.32,442.22,442.26,0,4,0.0
2022-10-14 09:53:00-04:00,442.24,442.49,442.24,442.49,0,4,0.0
2022-10-14 09:54:00-04:00,442.31,442.31,442.19,442.23,0,4,0.0
2022-10-14 09:55:00-04:00,442.28,442.8,442.28,442.8,0,4,0.0
2022-10-14 09:56:00-04:00,442.77,442.91,442.73,442.91,0,4,0.0
2022-10-14 09:57:00-04:00,442.8,442.8,442.63,442.64,0,4,0.0
2022-10-14 09:58:00-04:00,442.67,442.67,442.58,442.62,0,4,0.0
2022-10-14 09:59:00-04:00,442.63,442.63,442.14,442.14,0,4,0.0
2022-10-14 10:00:00-04:00,440.85,440.85,439.84,440.12,0,4,0.0
2022-10-14 10:01:00-04:00,439.47,439.47,438.74,438.74,0,4,0.0
2022-10-14 10:02:00-04:00,438.77,439.06,438.77,439.0,0,4,0.0
2022-10-14 10:03:00-04:00,439.35,439.78,439.2,439.78,0,4,0.0
2022-10-14 10:04:00-04:00,439.72,439.99,439.72,439.98,0,4,0.0
2022-10-14 10:05:00-04:00,440.4,440.68,440.4,440.48,0,4,0.0
2022-10-14 10:06:00-04:00,440.28,440.28,439.67,439.7,0,4,0.0
2022-10-14 10:07:00-04:00,439.44,439.44,439.24,439.24,0,4,0.0
2022-10-14 10:08:00-04:00,439.16,439.64,439.15,439.64,0,4,0.0
2022-10-14 10:09:00-04:00,439.7,439.7,439.37,439.38,0,4,0.0
2022-10-14 10:10:00-04:00,439.32,439.32,439.0,439.11,0,4,0.0
2022-10-14 10:11:00-04:00,438.98,438.98,437.8,437.8,0,4,0.0
2022-10-14 10:12:00-04:00,437.68,438.09,437.68,438.07,0,4,0.0
2022-10-14 10:13:00-04:00,437.96,438.01,437.63,437.63,0,4,0.0
2022-10-14 10:14:00-04:00,437.64,437.7,437.24,437.26,0,4,0.0
2022-10-14 10:15:00-04:00,437.0,437.22,437.0,437.22,0,4,0.0
2022-10-14 10:16:00-04:00,437.06,437.06,436.78,436.78,0,4,0.0
2022-10-14 10:17:00-04:00,436.87,436.87,436.74,436.74,0,4,0.0
2022-10-14 10:18:00-04:00,436.62,436.62,436.5,436.5,0,4,0.0
2022-10-14 10:19:00-04:00,436.57,436.79,436.43,436.72,0,4,0.0
2022-10-14 10:20:00-04:00,436.61,436.61,435.66,435.78,0,4,0.0
2022-10-14 10:21:00-04:00,435.81,435.81,435.71,435.71,0,4,0.0
2022-10-14 10:22:00-04:00,435.66,435.66,434.95,435.0,0,4,0.0
2022-10-14 10:23:00-04:00,434.96,435.38,434.96,435.38,0,4,0.0
2022-10-14 10:24:00-04:00,435.25,435.26,435.06,435.06,0,4,0.0
2022-10-14 10:25:00-04:00,435.01,435.03,434.97,435.02,0,4,0.0
2022-10-14 10:26:00-04:00,435.1,435.34,435.1,435.33,0,4,0.0
2022-10-14 10:27:00-04:00,435.27,435.27,434.71,434.92,0,4,0.0
2022-10-14 10:28:00-04:00,435.08,436.15,435.08,436.15,0,4,0.0
2022-10-14 10:29:00-04:00,436.36,436.44,436.31,436.31,0,4,0.0
2022-10-14 10:30:00-04:00,436.14,436.35,436.14,436.35,0,4,0.0
2022-10-14 10:31:00-04:00,436.33,437.0,436.33,437.0,0,4,0.0
2022-10-14 10:32:00-04:00,437.0,437.02,436.97,437.02,0,4,0.0
2022-10-14 10:33:00-04:00,437.08,437.08,436.85,436.87,0,4,0.0
2022-10-14 10:34:00-04:00,436.9,436.9,436.63,436.63,0,4,0.0
2022-10-14 10:35:00-04:00,436.62,436.62,436.53,436.53,0,4,0.0
2022-10-14 10:36:00-04:00,436.54,436.62,436.46,436.62,0,4,0.0
2022-10-14 10:37:00-04:00,436.69,436.69,436.54,436.55,0,4,0.0
2022-10-14 10:38:00-04:00,436.58,436.62,436.57,436.59,0,4,0.0
2022-10-14 10:39:00-04:00,436.33,436.4,436.33,436.4,0,4,0.0
2022-10-14 10:40:00-04:00,436.63,436.97,436.63,436.94,0,4,0.0
2022-10-14 10:41:00-04:00,436.59,436.59,436.08,436.08,0,4,0.0
2022-10-14 10:42:00-04:00,436.08,436.17,435.69,435.69,0,4,0.0
2022-10-14 10:43:00-04:00,435.5,435.5,435.06,435.06,0,4,0.0
2022-10-14 10:44:00-04:00,435.16,435.18,434.85,434.85,0,4,0.0
2022-10-14 10:45:00-04:00,434.9,434.9,434.73,434.73,0,4,0.0
2022-10-14 10:46:00-04:00,434.74,434.8,434.61,434.8,0,4,0.0
2022-10-14 10:47:00-04:00,435.07,435.07,434.82,434.82,0,4,0.0
2022-10-14 10:48:00-04:00,434.79,434.79,434.56,434.56,0,4,0.0
2022-10-14 10:49:00-04:00,434.49,434.49,434.34,434.39,0,4,0.0
2022-10-14 10:50:00-04:00,434.17,434.47,434.11,434.47,0,4,0.0
2022-10-14 10:51:00-04:00,434.76,434.86,434.76,434.86,0,4,0.0
2022-10-14 10:52:00-04:00,434.82,434.97,434.8,434.97,0,4,0.0
2022-10-14 10:53:00-04:00,434.94,435.33,434.94,435.33,0,4,0.0
2022-10-14 10:54:00-04:00,435.43,435.45,435.42,435.44,0,4,0.0
2022-10-14 10:55:00-04:00,435.28,435.57,435.28,435.52,0,4,0.0
2022-10-14 10:56:00-04:00,435.56,435.71,435.56,435.71,0,4,0.0
2022-10-14 10:57:00-04:00,435.88,436.06,435.88,436.06,0,4,0.0
2022-10-14 10:58:00-04:00,436.17,436.17,435.92,435.95,0,4,0.0
2022-10-14 10:59:00-04:00,435.9,435.92,435.88,435.89,0,4,0.0
2022-10-14 11:00:00-04:00,436.02,436.66,436.02,436.66,0,4,0.0
2022-10-14 11:01:00-04:00,436.68,436.78,436.68,436.7,0,4,0.0
2022-10-14 11:02:00-04:00,436.63,436.63,436.34,436.34,0,4,0.0
2022-10-14 11:03:00-04:00,436.51,437.06,436.51,437.06,0,4,0.0
2022-10-14 11:04:00-04:00,437.12,437.52,437.12,437.52,0,4,0.0
2022-10-14 11:05:00-04:00,437.34,437.34,437.14,437.14,0,4,0.0
2022-10-14 11:06:00-04:00,437.09,437.24,437.05,437.24,0,4,0.0
2022-10-14 11:07:00-04:00,437.22,437.22,437.12,437.13,0,4,0.0
2022-10-14 11:08:00-04:00,437.14,437.14,436.85,436.85,0,4,0.0
2022-10-14 11:09:00-04:00,436.74,436.74,436.54,436.61,0,4,0.0
2022-10-14 11:10:00-04:00,436.64,436.64,436.33,436.33,0,4,0.0
2022-10-14 11:11:00-04:00,436.22,436.22,435.88,435.88,0,4,0.0
2022-10-14 11:12:00-04:00,435.77,435.8,435.74,435.8,0,4,0.0
2022-10-14 11:13:00-04:00,435.74,435.74,435.6,435.6,0,4,0.0
2022-10-14 11:14:00-04:00,435.43,435.43,435.31,435.31,0,4,0.0
2022-10-14 11:15:00-04:00,435.49,435.49,435.25,435.25,0,4,0.0
2022-10-14 11:16:00-04:00,435.02,435.02,434.84,434.84,0,4,0.0
2022-10-14 11:17:00-04:00,434.89,434.89,434.57,434.61,0,4,0.0
2022-10-14 11:18:00-04:00,434.45,434.51,434.45,434.51,0,4,0.0
2022-10-14 11:19:00-04:00,434.45,434.45,434.19,434.33,0,4,0.0
2022-10-14 11:20:00-04:00,434.39,434.68,434.39,434.68,0,4,0.0
2022-10-14 11:21:00-04:00,434.71,434.86,434.71,434.86,0,4,0.0
2022-10-14 11:22:00-04:00,435.05,435.22,435.05,435.22,0,4,0.0
2022-10-14 11:23:00-04:00,435.24,435.24,434.87,434.87,0,4,0.0
2022-10-14 11:24:00-04:00,434.86,434.98,434.86,434.95,0,4,0.0
2022-10-14 11:25:00-04:00,435.38,435.39,435.37,435.38,0,4,0.0
2022-10-14 11:26:00-04:00,435.24,435.24,435.11,435.11,0,4,0.0
2022-10-14 11:27:00-04:00,435.16,435.22,435.15,435.22,0,4,0.0
2022-10-14 11:28:00-04:00,435.17,435.19,435.14,435.19,0,4,0.0
2022-10-14 11:29:00-04:00,435.24,435.44,435.24,435.39,0,4,0.0
2022-10-14 11:30:00-04:00,435.21,435.21,434.66,434.66,0,4,0.0
2022-10-14 11:31:00-04:00,434.77,434.77,434.67,434.67,0,4,0.0
2022-10-14 11:32:00-04:00,434.76,434.8,434.76,434.76,0,4,0.0
2022-10-14 11:33:00-04:00,434.59,434.59,434.41,434.41,0,4,0.0
2022-10-14 11:34:00-04:00,434.42,434.42,434.16,434.22,0,4,0.0
2022-10-14 11:35:00-04:00,434.22,434.24,434.06,434.06,0,4,0.0
2022-10-14 11:36:00-04:00,434.0,434.02,434.0,434.0,0,4,0.0
2022-10-14 11:37:00-04:00,433.7,433.7,433.54,433.54,0,4,0.0
2022-10-14 11:38:00-04:00,433.59,433.88,433.56,433.88,0,4,0.0
2022-10-14 11:39:00-04:00,434.0,434.0,433.94,433.99,0,4,0.0
2022-10-14 11:40:00-04:00,433.95,433.95,433.85,433.89,0,4,0.0
2022-10-14 11:41:00-04:00,433.99,434.13,433.98,434.13,0,4,0.0
2022-10-14 11:42:00-04:00,434.09,434.09,433.65,433.65,0,4,0.0
2022-10-14 11:43:00-04:00,433.49,433.49,433.29,433.29,0,4,0.0
2022-10-14 11:44:00-04:00,433.21,433.26,433.19,433.26,0,4,0.0
2022-10-14 11:45:00-04:00,433.14,433.14,432.61,432.61,0,4,0.0
2022-10-14 11:46:00-04:00,432.49,432.61,432.49,432.58,0,4,0.0
2022-10-14 11:47:00-04:00,432.61,432.86,432.61,432.86,0,4,0.0
2022-10-14 11:48:00-04:00,432.85,432.85,432.76,432.81,0,4,0.0
2022-10-14 11:49:00-04:00,432.78,432.78,432.68,432.69,0,4,0.0
2022-10-14 11:50:00-04:00,432.79,432.91,432.79,432.85,0,4,0.0
2022-10-14 11:51:00-04:00,432.83,432.83,432.54,432.54,0,4,0.0
2022-10-14 11:52:00-04:00,432.32,432.32,432.25,432.27,0,4,0.0
2022-10-14 11:53:00-04:00,432.12,432.32,432.12,432.32,0,4,0.0
2022-10-14 11:54:00-04:00,432.36,432.36,432.34,432.34,0,4,0.0
2022-10-14 11:55:00-04:00,432.29,432.29,432.23,432.23,0,4,0.0
2022-10-14 11:56:00-04:00,432.26,432.42,432.26,432.42,0,4,0.0
2022-10-14 11:57:00-04:00,432.47,432.48,432.43,432.48,0,4,0.0
2022-10-14 11:58:00-04:00,432.53,432.54,432.51,432.54,0,4,0.0
2022-10-14 11:59:00-04:00,432.43,432.43,432.19,432.19,0,4,0.0
2022-10-14 12:00:00-04:00,431.99,432.23,431.99,432.09,0,4,0.0
2022-10-14 12:01:00-04:00,432.03,432.47,432.03,432.47,0,4,0.0
2022-10-14 12:02:00-04:00,432.46,432.46,432.43,432.43,0,4,0.0
2022-10-14 12:03:00-04:00,432.46,432.87,432.46,432.87,0,4,0.0
2022-10-14 12:04:00-04:00,433.04,433.04,432.94,432.94,0,4,0.0
2022-10-14 12:05:00-04:00,432.94,432.94,432.73,432.73,0,4,0.0
2022-10-14 12:06:00-04:00,432.79,432.79,432.63,432.66,0,4,0.0
2022-10-14 12:07:00-04:00,432.6,432.6,432.56,432.56,0,4,0.0
2022-10-14 12:08:00-04:00,432.2,432.2,431.67,431.7,0,4,0.0
2022-10-14 12:09:00-04:00,431.69,431.69,431.47,431.47,0,4,0.0
2022-10-14 12:10:00-04:00,431.45,431.5,431.45,431.46,0,4,0.0
2022-10-14 12:11:00-04:00,431.33,431.33,431.1,431.1,0,4,0.0
2022-10-14 12:12:00-04:00,431.08,431.08,430.89,430.89,0,4,0.0
2022-10-14 12:13:00-04:00,430.93,431.01,430.93,430.99,0,4,0.0
2022-10-14 12:14:00-04:00,430.94,430.94,430.76,430.76,0,4,0.0
2022-10-14 12:15:00-04:00,430.77,430.77,430.48,430.48,0,4,0.0
2022-10-14 12:16:00-04:00,430.45,430.7,430.4,430.7,0,4,0.0
2022-10-14 12:17:00-04:00,430.65,430.72,430.65,430.67,0,4,0.0
2022-10-14 12:18:00-04:00,430.68,430.85,430.68,430.83,0,4,0.0
2022-10-14 12:19:00-04:00,430.86,430.89,430.82,430.82,0,4,0.0
2022-10-14 12:20:00-04:00,430.69,430.72,430.69,430.72,0,4,0.0
2022-10-14 12:21:00-04:00,430.73,430.97,430.73,430.97,0,4,0.0
2022-10-14 12:22:00-04:00,431.15,431.15,431.12,431.15,0,4,0.0
2022-10-14 12:23:00-04:00,431.15,431.15,431.1,431.12,0,4,0.0
2022-10-14 12:24:00-04:00,431.06,431.14,431.06,431.14,0,4,0.0
2022-10-14 12:25:00-04:00,431.16,431.19,431.16,431.19,0,4,0.0
2022-10-14 12:26:00-04:00,431.26,431.33,431.26,431.27,0,4,0.0
2022-10-14 12:27:00-04:00,431.29,431.36,431.24,431.24,0,4,0.0
2022-10-14 12:28:00-04:00,431.18,431.19,431.16,431.19,0,4,0.0
2022-10-14 12:29:00-04:00,431.23,431.43,431.23,431.43,0,4,0.0
2022-10-14 12:30:00-04:00,431.47,431.7,431.47,431.7,0,4,0.0
2022-10-14 12:31:00-04:00,431.71,431.73,431.61,431.61,0,4,0.0
2022-10-14 12:32:00-04:00,431.6,431.6,431.48,431.52,0,4,0.0
2022-10-14 12:33:00-04:00,431.37,431.38,431.31,431.31,0,4,0.0
2022-10-14 12:34:00-04:00,431.26,431.27,431.26,431.26,0,4,0.0
2022-10-14 12:35:00-04:00,431.18,431.46,431.18,431.46,0,4,0.0
2022-10-14 12:36:00-04:00,431.5,431.55,431.49,431.55,0,4,0.0
2022-10-14 12:37:00-04:00,431.59,431.77,431.59,431.77,0,4,0.0
2022-10-14 12:38:00-04:00,431.82,431.93,431.82,431.83,0,4,0.0
2022-10-14 12:39:00-04:00,431.79,431.79,431.77,431.77,0,4,0.0
2022-10-14 12:40:00-04:00,431.78,431.95,431.78,431.95,0,4,0.0
2022-10-14 12:41:00-04:00,431.95,431.98,431.94,431.98,0,4,0.0
2022-10-14 12:42:00-04:00,432.04,432.47,432.04,432.47,0,4,0.0
2022-10-14 12:43:00-04:00,432.54,432.58,432.54,432.58,0,4,0.0
2022-10-14 12:44:00-04:00,432.63,432.68,432.6,432.68,0,4,0.0
2022-10-14 12:45:00-04:00,432.61,432.66,432.61,432.61,0,4,0.0
2022-10-14 12:46:00-04:00,432.61,432.61,432.39,432.39,0,4,0.0
2022-10-14 12:47:00-04:00,432.38,432.38,432.25,432.29,0,4,0.0
2022-10-14 12:48:00-04:00,432.17,432.17,432.04,432.04,0,4,0.0
2022-10-14 12:49:00-04:00,431.98,431.98,431.78,431.78,0,4,0.0
2022-10-14 12:50:00-04:00,431.64,431.64,431.53,431.53,0,4,0.0
2022-10-14 12:51:00-04:00,431.39,431.39,431.22,431.22,0,4,0.0
2022-10-14 12:52:00-04:00,431.15,431.15,431.0,431.02,0,4,0.0
2022-10-14 12:53:00-04:00,431.01,431.03,430.99,431.03,0,4,0.0
2022-10-14 12:54:00-04:00,431.02,431.04,430.92,430.92,0,4,0.0
2022-10-14 12:55:00-04:00,430.96,430.96,430.9,430.9,0,4,0.0
2022-10-14 12:56:00-04:00,430.9,430.9,430.87,430.87,0,4,0.0
2022-10-14 12:57:00-04:00,430.87,430.87,430.74,430.74,0,4,0.0
2022-10-14 12:58:00-04:00,430.74,430.77,430.72,430.77,0,4,0.0
2022-10-14 12:59:00-04:00,430.78,430.81,430.78,430.81,0,4,0.0
2022-10-14 13:00:00-04:00,430.81,431.09,430.81,431.09,0,4,0.0
2022-10-14 13:01:00-04:00,431.08,431.3,431.08,431.27,0,4,0.0
2022-10-14 13:02:00-04:00,431.38,431.46,431.38,431.39,0,4,0.0
2022-10-14 13:03:00-04:00,431.36,431.37,431.32,431.37,0,4,0.0
2022-10-14 13:04:00-04:00,431.43,431.43,431.34,431.34,0,4,0.0
2022-10-14 13:05:00-04:00,431.12,431.12,430.95,430.95,0,4,0.0
2022-10-14 13:06:00-04:00,430.68,430.68,430.32,430.32,0,4,0.0
2022-10-14 13:07:00-04:00,430.31,430.38,430.31,430.38,0,4,0.0
2022-10-14 13:08:00-04:00,430.38,430.4,430.35,430.35,0,4,0.0
2022-10-14 13:09:00-04:00,430.34,430.34,430.31,430.31,0,4,0.0
2022-10-14 13:10:00-04:00,430.3,430.41,430.3,430.38,0,4,0.0
2022-10-14 13:11:00-04:00,430.42,430.52,430.42,430.51,0,4,0.0
2022-10-14 13:12:00-04:00,430.47,430.47,430.26,430.26,0,4,0.0
2022-10-14 13:13:00-04:00,430.25,430.25,430.13,430.13,0,4,0.0
2022-10-14 13:14:00-04:00,430.1,430.1,430.0,430.0,0,4,0.0
2022-10-14 13:15:00-04:00,429.98,430.14,429.98,430.14,0,4,0.0
2022-10-14 13:16:00-04:00,430.15,430.27,430.15,430.26,0,4,0.0
2022-10-14 13:17:00-04:00,430.21,430.41,430.21,430.41,0,4,0.0
2022-10-14 13:18:00-04:00,430.45,430.56,430.45,430.56,0,4,0.0
2022-10-14 13:19:00-04:00,430.57,430.6,430.57,430.58,0,4,0.0
2022-10-14 13:20:00-04:00,430.49,430.49,430.44,430.44,0,4,0.0
2022-10-14 13:21:00-04:00,430.39,430.39,430.3,430.39,0,4,0.0
2022-10-14 13:22:00-04:00,430.4,430.4,430.2,430.26,0,4,0.0
2022-10-14 13:23:00-04:00,430.59,430.92,430.59,430.88,0,4,0.0
2022-10-14 13:24:00-04:00,430.89,430.91,430.89,430.91,0,4,0.0
2022-10-14 13:25:00-04:00,430.89,430.9,430.76,430.76,0,4,0.0
2022-10-14 13:26:00-04:00,430.71,430.75,430.69,430.69,0,4,0.0
2022-10-14 13:27:00-04:00,430.71,430.78,430.71,430.78,0,4,0.0
2022-10-14 13:28:00-04:00,430.88,431.0,430.88,431.0,0,4,0.0
2022-10-14 13:29:00-04:00,431.01,431.2,431.01,431.2,0,4,0.0
2022-10-14 13:30:00-04:00,431.18,431.25,431.18,431.25,0,4,0.0
2022-10-14 13:31:00-04:00,431.46,431.47,431.44,431.44,0,4,0.0
2022-10-14 13:32:00-04:00,431.45,431.45,431.43,431.44,0,4,0.0
2022-10-14 13:33:00-04:00,431.42,431.46,431.42,431.45,0,4,0.0
2022-10-14 13:34:00-04:00,431.59,431.59,431.55,431.55,0,4,0.0
2022-10-14 13:35:00-04:00,431.47,431.48,431.38,431.38,0,4,0.0
2022-10-14 13:36:00-04:00,431.09,431.09,431.03,431.06,0,4,0.0
2022-10-14 13:37:00-04:00,431.04,431.07,431.04,431.07,0,4,0.0
2022-10-14 13:38:00-04:00,431.11,431.23,431.1,431.23,0,4,0.0
2022-10-14 13:39:00-04:00,431.42,431.42,431.3,431.3,0,4,0.0
2022-10-14 13:40:00-04:00,431.29,431.52,431.29,431.52,0,4,0.0
2022-10-14 13:41:00-04:00,431.52,431.52,431.25,431.25,0,4,0.0
2022-10-14 13:42:00-04:00,431.23,431.23,431.04,431.05,0,4,0.0
2022-10-14 13:43:00-04:00,431.06,431.17,431.05,431.17,0,4,0.0
2022-10-14 13:44:00-04:00,431.12,431.12,431.05,431.05,0,4,0.0
2022-10-14 13:45:00-04:00,431.05,431.23,431.05,431.23,0,4,0.0
2022-10-14 13:46:00-04:00,431.25,431.37,431.25,431.37,0,4,0.0
2022-10-14 13:47:00-04:00,431.37,431.4,431.36,431.36,0,4,0.0
2022-10-14 13:48:00-04:00,431.35,431.45,431.35,431.45,0,4,0.0
2022-10-14 13:49:00-04:00,431.42,431.42,431.36,431.39,0,4,0.0
2022-10-14 13:50:00-04:00,431.34,431.34,431.3,431.3,0,4,0.0
2022-10-14 13:51:00-04:00,431.19,431.21,431.09,431.09,0,4,0.0
2022-10-14 13:52:00-04:00,431.15,431.23,431.13,431.23,0,4,0.0
2022-10-14 13:53:00-04:00,431.2,431.2,431.19,431.2,0,4,0.0
2022-10-14 13:54:00-04:00,431.31,431.31,431.2,431.2,0,4,0.0
2022-10-14 13:55:00-04:00,431.24,431.24,431.12,431.19,0,4,0.0
2022-10-14 13:56:00-04:00,431.21,431.21,431.04,431.06,0,4,0.0
2022-10-14 13:57:00-04:00,431.12,431.15,431.12,431.15,0,4,0.0
2022-10-14 13:58:00-04:00,431.18,431.41,431.18,431.41,0,4,0.0
2022-10-14 13:59:00-04:00,431.4,431.66,431.4,431.66,0,4,0.0
2022-10-14 14:00:00-04:00,431.48,431.49,431.37,431.37,0,4,0.0
2022-10-14 14:01:00-04:00,431.21,431.23,431.16,431.16,0,4,0.0
2022-10-14 14:02:00-04:00,431.16,431.17,431.05,431.05,0,4,0.0
2022-10-14 14:03:00-04:00,430.99,431.09,430.99,431.09,0,4,0.0
2022-10-14 14:04:00-04:00,431.07,431.08,431.06,431.08,0,4,0.0
2022-10-14 14:05:00-04:00,431.08,431.1,431.04,431.09,0,4,0.0
2022-10-14 14:06:00-04:00,430.92,430.92,430.73,430.73,0,4,0.0
2022-10-14 14:07:00-04:00,430.71,430.71,430.63,430.63,0,4,0.0
