,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index
,open,high,low,close,volume,num_trds,value
2022-10-03 13:40:00-04:00,3669.71,3670.84,3669.71,3670.84,0,60,0.0
2022-10-03 13:41:00-04:00,3670.92,3671.82,3670.72,3670.9,0,60,0.0
2022-10-03 13:42:00-04:00,3670.89,3671.5,3670.69,3671.14,0,60,0.0
2022-10-03 13:43:00-04:00,3671.04,3671.04,3670.1,3670.12,0,60,0.0
2022-10-03 13:44:00-04:00,3670.25,3671.18,3670.17,3670.62,0,60,0.0
2022-10-03 13:45:00-04:00,3670.61,3672.7,3670.52,3672.25,0,60,0.0
2022-10-03 13:46:00-04:00,3672.24,3674.15,3672.16,3672.16,0,60,0.0
2022-10-03 13:47:00-04:00,3671.92,3673.32,3671.92,3673.26,0,60,0.0
2022-10-03 13:48:00-04:00,3673.33,3674.41,3672.24,3672.45,0,60,0.0
2022-10-03 13:49:00-04:00,3672.38,3672.93,3671.77,3672.89,0,60,0.0
2022-10-03 13:50:00-04:00,3672.87,3672.87,3670.98,3671.34,0,60,0.0
2022-10-03 13:51:00-04:00,3671.37,3671.99,3671.02,3671.47,0,60,0.0
2022-10-03 13:52:00-04:00,3671.47,3671.7,3671.11,3671.61,0,60,0.0
2022-10-03 13:53:00-04:00,3671.75,3671.75,3671.02,3671.49,0,60,0.0
2022-10-03 13:54:00-04:00,3671.48,3671.76,3669.95,3670.02,0,60,0.0
2022-10-03 13:55:00-04:00,3669.89,3669.89,3668.71,3668.96,0,60,0.0
2022-10-03 13:56:00-04:00,3668.92,3669.74,3668.49,3669.74,0,60,0.0
2022-10-03 13:57:00-04:00,3669.77,3670.31,3668.97,3670.31,0,60,0.0
2022-10-03 13:58:00-04:00,3670.26,3670.26,3669.34,3669.36,0,60,0.0
2022-10-03 13:59:00-04:00,3669.28,3670.03,3668.95,3669.69,0,60,0.0
2022-10-03 14:00:00-04:00,3669.83,3671.48,3669.83,3671.48,0,60,0.0
2022-10-03 14:01:00-04:00,3671.49,3673.0,3671.07,3672.87,0,60,0.0
2022-10-03 14:02:00-04:00,3672.92,3673.4,3672.08,3672.42,0,60,0.0
2022-10-03 14:03:00-04:00,3672.39,3672.95,3671.99,3672.69,0,60,0.0
2022-10-03 14:04:00-04:00,3672.79,3674.09,3672.79,3673.99,0,60,0.0
2022-10-03 14:05:00-04:00,3673.92,3675.14,3673.92,3675.14,0,60,0.0
2022-10-03 14:06:00-04:00,3675.15,3678.04,3675.08,3678.04,0,60,0.0
2022-10-03 14:07:00-04:00,3678.05,3678.11,3674.74,3674.74,0,60,0.0
2022-10-03 14:08:00-04:00,3674.67,3675.31,3674.09,3674.83,0,60,0.0
2022-10-03 14:09:00-04:00,3674.87,3675.87,3674.36,3675.26,0,60,0.0
2022-10-03 14:10:00-04:00,3675.34,3677.69,3675.34,3677.62,0,60,0.0
2022-10-03 14:11:00-04:00,3677.59,3677.68,3676.81,3677.42,0,60,0.0
2022-10-03 14:12:00-04:00,3677.4,3678.6,3677.18,3678.55,0,60,0.0
2022-10-03 14:13:00-04:00,3678.45,3679.8,3678.45,3679.8,0,60,0.0
2022-10-03 14:14:00-04:00,3679.84,3680.14,3679.04,3679.65,0,60,0.0
2022-10-03 14:15:00-04:00,3679.71,3679.73,3678.66,3679.4,0,60,0.0
2022-10-03 14:16:00-04:00,3679.19,3679.72,3678.85,3679.72,0,60,0.0
2022-10-03 14:17:00-04:00,3679.78,3680.95,3679.78,3680.95,0,60,0.0
2022-10-03 14:18:00-04:00,3680.96,3681.62,3680.34,3680.61,0,60,0.0
2022-10-03 14:19:00-04:00,3680.64,3681.03,3679.79,3680.92,0,60,0.0
2022-10-03 14:20:00-04:00,3681.06,3681.65,3680.99,3681.54,0,60,0.0
2022-10-03 14:21:00-04:00,3681.67,3682.65,3681.43,3682.1,0,60,0.0
2022-10-03 14:22:00-04:00,3682.08,3682.56,3681.73,3682.54,0,60,0.0
2022-10-03 14:23:00-04:00,3682.56,3684.22,3682.32,3684.2,0,60,0.0
2022-10-03 14:24:00-04:00,3684.21,3684.57,3682.64,3683.17,0,60,0.0
2022-10-03 14:25:00-04:00,3683.17,3683.2,3682.24,3682.5,0,60,0.0
2022-10-03 14:26:00-04:00,3682.45,3682.77,3681.73,3682.01,0,60,0.0
2022-10-03 14:27:00-04:00,3681.97,3684.39,3681.95,3684.39,0,60,0.0
2022-10-03 14:28:00-04:00,3684.43,3688.13,3684.33,3687.7,0,60,0.0
2022-10-03 14:29:00-04:00,3687.68,3688.76,3687.19,3688.18,0,60,0.0
2022-10-03 14:30:00-04:00,3688.17,3688.71,3687.0,3688.57,0,60,0.0
2022-10-03 14:31:00-04:00,3688.67,3689.04,3688.06,3688.25,0,60,0.0
2022-10-03 14:32:00-04:00,3687.93,3688.6,3687.81,3688.34,0,60,0.0
2022-10-03 14:33:00-04:00,3688.3,3688.8,3687.75,3688.26,0,60,0.0
2022-10-03 14:34:00-04:00,3688.05,3688.67,3687.55,3688.36,0,60,0.0
2022-10-03 14:35:00-04:00,3688.39,3689.24,3687.8,3689.21,0,60,0.0
2022-10-03 14:36:00-04:00,3689.15,3689.47,3688.28,3688.77,0,60,0.0
2022-10-03 14:37:00-04:00,3688.72,3689.05,3688.27,3688.37,0,60,0.0
2022-10-03 14:38:00-04:00,3688.27,3689.07,3688.02,3689.07,0,60,0.0
2022-10-03 14:39:00-04:00,3689.26,3689.98,3688.96,3689.77,0,60,0.0
2022-10-03 14:40:00-04:00,3689.77,3690.77,3689.48,3690.65,0,60,0.0
2022-10-03 14:41:00-04:00,3690.6,3690.64,3689.95,3690.58,0,60,0.0
2022-10-03 14:42:00-04:00,3690.56,3690.65,3690.29,3690.56,0,60,0.0
2022-10-03 14:43:00-04:00,3690.44,3691.11,3689.92,3690.55,0,60,0.0
2022-10-03 14:44:00-04:00,3690.58,3692.47,3690.58,3692.3,0,60,0.0
2022-10-03 14:45:00-04:00,3692.26,3692.8,3691.82,3692.55,0,60,0.0
2022-10-03 14:46:00-04:00,3692.52,3692.71,3691.18,3692.69,0,60,0.0
2022-10-03 14:47:00-04:00,3692.67,3693.98,3692.52,3693.68,0,60,0.0
2022-10-03 14:48:00-04:00,3693.7,3694.41,3693.06,3693.4,0,60,0.0
2022-10-03 14:49:00-04:00,3693.43,3693.48,3690.62,3691.64,0,60,0.0
2022-10-03 14:50:00-04:00,3691.61,3692.44,3691.53,3692.24,0,60,0.0
2022-10-03 14:51:00-04:00,3692.61,3694.08,3692.61,3693.96,0,60,0.0
2022-10-03 14:52:00-04:00,3693.96,3694.58,3693.96,3694.4,0,60,0.0
2022-10-03 14:53:00-04:00,3694.47,3695.26,3693.37,3693.6,0,60,0.0
2022-10-03 14:54:00-04:00,3693.63,3694.53,3693.42,3694.52,0,60,0.0
2022-10-03 14:55:00-04:00,3694.53,3695.17,3694.53,3694.82,0,60,0.0
2022-10-03 14:56:00-04:00,3694.75,3695.35,3694.16,3695.29,0,60,0.0
2022-10-03 14:57:00-04:00,3695.19,3696.35,3695.08,3695.69,0,60,0.0
2022-10-03 14:58:00-04:00,3695.78,3698.35,3695.73,3697.99,0,60,0.0
2022-10-03 14:59:00-04:00,3697.9,3697.9,3694.55,3694.61,0,60,0.0
2022-10-03 15:00:00-04:00,3694.66,3694.77,3693.75,3694.4,0,60,0.0
2022-10-03 15:01:00-04:00,3694.45,3694.45,3691.48,3691.69,0,60,0.0
2022-10-03 15:02:00-04:00,3691.89,3693.43,3691.89,3693.43,0,60,0.0
2022-10-03 15:03:00-04:00,3693.37,3693.37,3692.53,3692.96,0,60,0.0
2022-10-03 15:04:00-04:00,3692.95,3692.95,3691.91,3692.71,0,60,0.0
2022-10-03 15:05:00-04:00,3692.74,3694.93,3692.74,3694.93,0,60,0.0
2022-10-03 15:06:00-04:00,3694.98,3695.76,3694.78,3695.46,0,60,0.0
2022-10-03 15:07:00-04:00,3695.45,3696.65,3695.44,3696.62,0,60,0.0
2022-10-03 15:08:00-04:00,3696.66,3696.68,3694.87,3695.42,0,60,0.0
2022-10-03 15:09:00-04:00,3695.37,3695.63,3694.9,3695.45,0,60,0.0
2022-10-03 15:10:00-04:00,3695.45,3695.48,3693.04,3694.14,0,60,0.0
2022-10-03 15:11:00-04:00,3694.05,3694.08,3692.6,3693.45,0,60,0.0
2022-10-03 15:12:00-04:00,3693.31,3693.31,3692.02,3692.3,0,60,0.0
2022-10-03 15:13:00-04:00,3692.13,3692.38,3691.68,3691.79,0,60,0.0
2022-10-03 15:14:00-04:00,3691.69,3692.74,3691.22,3692.54,0,60,0.0
2022-10-03 15:15:00-04:00,3692.47,3692.47,3689.83,3690.13,0,60,0.0
2022-10-03 15:16:00-04:00,3690.1,3690.17,3687.6,3688.34,0,60,0.0
2022-10-03 15:17:00-04:00,3688.28,3688.31,3686.12,3686.12,0,60,0.0
2022-10-03 15:18:00-04:00,3686.14,3689.35,3686.13,3689.26,0,60,0.0
2022-10-03 15:19:00-04:00,3689.35,3689.73,3688.66,3689.44,0,60,0.0
2022-10-03 15:20:00-04:00,3689.31,3689.61,3688.77,3689.46,0,60,0.0
2022-10-03 15:21:00-04:00,3689.57,3692.12,3689.57,3690.97,0,60,0.0
2022-10-03 15:22:00-04:00,3690.98,3691.72,3690.63,3691.22,0,60,0.0
2022-10-03 15:23:00-04:00,3691.16,3691.93,3690.77,3691.13,0,60,0.0
2022-10-03 15:24:00-04:00,3691.12,3692.84,3691.12,3692.84,0,60,0.0
2022-10-03 15:25:00-04:00,3692.78,3693.49,3692.78,3693.49,0,60,0.0
2022-10-03 15:26:00-04:00,3693.59,3695.37,3693.55,3695.24,0,60,0.0
2022-10-03 15:27:00-04:00,3695.31,3695.48,3694.08,3695.21,0,60,0.0
2022-10-03 15:28:00-04:00,3695.09,3695.25,3693.7,3694.49,0,60,0.0
2022-10-03 15:29:00-04:00,3694.51,3694.62,3693.45,3693.64,0,60,0.0
2022-10-03 15:30:00-04:00,3693.49,3695.91,3693.23,3695.58,0,60,0.0
2022-10-03 15:31:00-04:00,3695.58,3695.58,3691.66,3691.72,0,60,0.0
2022-10-03 15:32:00-04:00,3691.75,3692.75,3690.05,3690.24,0,60,0.0
2022-10-03 15:33:00-04:00,3690.18,3691.63,3689.87,3690.88,0,60,0.0
2022-10-03 15:34:00-04:00,3690.94,3691.53,3690.34,3690.64,0,60,0.0
2022-10-03 15:35:00-04:00,3690.5,3692.22,3689.98,3692.22,0,60,0.0
2022-10-03 15:36:00-04:00,3692.19,3692.81,3691.74,3692.32,0,60,0.0
2022-10-03 15:37:00-04:00,3691.81,3691.81,3689.32,3690.61,0,60,0.0
2022-10-03 15:38:00-04:00,3690.53,3692.07,3690.27,3691.61,0,60,0.0
2022-10-03 15:39:00-04:00,3691.62,3691.62,3689.9,3689.98,0,60,0.0
2022-10-03 15:40:00-04:00,3689.63,3689.83,3687.18,3687.18,0,60,0.0
2022-10-03 15:41:00-04:00,3686.94,3689.2,3686.92,3688.54,0,60,0.0
2022-10-03 15:42:00-04:00,3688.43,3688.54,3684.62,3685.23,0,60,0.0
2022-10-03 15:43:00-04:00,3685.23,3686.5,3685.14,3685.44,0,60,0.0
2022-10-03 15:44:00-04:00,3685.46,3686.49,3684.89,3685.7,0,60,0.0
2022-10-03 15:45:00-04:00,3685.44,3685.44,3682.51,3683.4,0,60,0.0
2022-10-03 15:46:00-04:00,3683.41,3687.72,3683.41,3687.72,0,60,0.0
2022-10-03 15:47:00-04:00,3687.85,3687.85,3684.02,3685.64,0,60,0.0
2022-10-03 15:48:00-04:00,3686.01,3686.39,3683.77,3686.39,0,60,0.0
2022-10-03 15:49:00-04:00,3686.39,3686.39,3683.97,3683.99,0,60,0.0
2022-10-03 15:50:00-04:00,3683.94,3683.94,3680.3,3682.5,0,60,0.0
2022-10-03 15:51:00-04:00,3681.82,3681.82,3679.03,3679.69,0,60,0.0
2022-10-03 15:52:00-04:00,3679.72,3680.37,3678.35,3678.73,0,60,0.0
2022-10-03 15:53:00-04:00,3678.76,3680.17,3678.24,3678.73,0,60,0.0
2022-10-03 15:54:00-04:00,3678.4,3682.84,3677.97,3681.73,0,60,0.0
2022-10-03 15:55:00-04:00,3680.73,3680.73,3675.43,3675.56,0,60,0.0
2022-10-03 15:56:00-04:00,3675.51,3677.58,3674.47,3677.53,0,60,0.0
2022-10-03 15:57:00-04:00,3677.36,3677.36,3674.29,3676.46,0,60,0.0
2022-10-03 15:58:00-04:00,3676.69,3676.94,3674.29,3676.78,0,60,0.0
2022-10-03 15:59:00-04:00,3677.21,3678.67,3676.87,3678.46,0,60,0.0
2022-10-04 09:31:00-04:00,3737.32,3740.53,3737.22,3740.15,0,60,0.0
2022-10-04 09:32:00-04:00,3740.36,3746.76,3740.36,3746.76,0,60,0.0
2022-10-04 09:33:00-04:00,3747.03,3750.75,3746.91,3748.84,0,60,0.0
2022-10-04 09:34:00-04:00,3749.11,3749.49,3746.77,3748.96,0,60,0.0
2022-10-04 09:35:00-04:00,3749.63,3752.62,3749.63,3750.44,0,60,0.0
2022-10-04 09:36:00-04:00,3750.35,3752.58,3750.16,3751.73,0,60,0.0
2022-10-04 09:37:00-04:00,3752.16,3752.2,3749.58,3749.79,0,60,0.0
2022-10-04 09:38:00-04:00,3749.64,3751.58,3748.71,3751.58,0,60,0.0
2022-10-04 09:39:00-04:00,3751.91,3758.31,3751.8,3758.13,0,60,0.0
2022-10-04 09:40:00-04:00,3757.96,3757.96,3756.34,3757.45,0,60,0.0
2022-10-04 09:41:00-04:00,3757.54,3757.7,3755.57,3755.99,0,60,0.0
2022-10-04 09:42:00-04:00,3756.0,3758.18,3755.34,3757.17,0,60,0.0
2022-10-04 09:43:00-04:00,3757.11,3758.69,3757.11,3758.22,0,60,0.0
2022-10-04 09:44:00-04:00,3758.22,3759.65,3756.49,3759.4,0,60,0.0
2022-10-04 09:45:00-04:00,3759.55,3761.14,3758.57,3761.14,0,60,0.0
2022-10-04 09:46:00-04:00,3761.3,3765.2,3761.3,3762.55,0,60,0.0
2022-10-04 09:47:00-04:00,3762.58,3763.21,3761.93,3762.89,0,60,0.0
2022-10-04 09:48:00-04:00,3763.3,3766.2,3763.13,3765.36,0,60,0.0
2022-10-04 09:49:00-04:00,3765.46,3768.04,3765.46,3767.02,0,60,0.0
2022-10-04 09:50:00-04:00,3767.11,3767.79,3766.08,3766.8,0,60,0.0
2022-10-04 09:51:00-04:00,3766.65,3767.81,3766.18,3767.68,0,60,0.0
2022-10-04 09:52:00-04:00,3767.59,3767.61,3765.72,3766.52,0,60,0.0
2022-10-04 09:53:00-04:00,3766.44,3766.53,3762.93,3763.02,0,60,0.0
2022-10-04 09:54:00-04:00,3763.02,3764.56,3762.21,3764.56,0,60,0.0
2022-10-04 09:55:00-04:00,3764.6,3765.08,3763.48,3764.59,0,60,0.0
2022-10-04 09:56:00-04:00,3764.65,3765.12,3764.26,3765.02,0,60,0.0
2022-10-04 09:57:00-04:00,3764.92,3769.35,3764.52,3769.35,0,60,0.0
2022-10-04 09:58:00-04:00,3769.61,3770.28,3768.95,3770.28,0,60,0.0
2022-10-04 09:59:00-04:00,3770.27,3772.97,3770.21,3772.97,0,60,0.0
2022-10-04 10:00:00-04:00,3773.9,3780.74,3773.9,3779.08,0,60,0.0
2022-10-04 10:01:00-04:00,3778.88,3784.81,3778.88,3784.81,0,60,0.0
2022-10-04 10:02:00-04:00,3785.05,3785.23,3780.96,3781.65,0,60,0.0
2022-10-04 10:03:00-04:00,3781.8,3782.63,3779.87,3780.57,0,60,0.0
2022-10-04 10:04:00-04:00,3780.74,3781.92,3778.69,3781.85,0,60,0.0
2022-10-04 10:05:00-04:00,3781.75,3782.56,3778.68,3778.73,0,60,0.0
2022-10-04 10:06:00-04:00,3778.73,3780.26,3778.6,3778.66,0,60,0.0
2022-10-04 10:07:00-04:00,3778.4,3779.22,3776.65,3777.47,0,60,0.0
2022-10-04 10:08:00-04:00,3777.59,3777.79,3774.89,3777.11,0,60,0.0
2022-10-04 10:09:00-04:00,3777.07,3778.81,3776.85,3778.7,0,60,0.0
2022-10-04 10:10:00-04:00,3778.56,3779.51,3777.82,3779.51,0,60,0.0
2022-10-04 10:11:00-04:00,3779.78,3781.38,3779.56,3780.7,0,60,0.0
2022-10-04 10:12:00-04:00,3781.19,3782.3,3781.19,3782.04,0,60,0.0
2022-10-04 10:13:00-04:00,3782.03,3782.03,3779.38,3780.55,0,60,0.0
2022-10-04 10:14:00-04:00,3780.58,3781.44,3779.7,3780.69,0,60,0.0
2022-10-04 10:15:00-04:00,3781.08,3782.32,3780.23,3782.32,0,60,0.0
2022-10-04 10:16:00-04:00,3782.4,3782.43,3780.9,3781.64,0,60,0.0
2022-10-04 10:17:00-04:00,3781.6,3782.21,3780.58,3780.95,0,60,0.0
2022-10-04 10:18:00-04:00,3781.02,3782.07,3780.13,3781.94,0,60,0.0
2022-10-04 10:19:00-04:00,3782.09,3782.52,3779.79,3779.79,0,60,0.0
2022-10-04 10:20:00-04:00,3779.34,3779.71,3777.86,3777.86,0,60,0.0
2022-10-04 10:21:00-04:00,3777.76,3777.76,3774.82,3775.35,0,60,0.0
2022-10-04 10:22:00-04:00,3775.54,3776.78,3774.67,3776.0,0,60,0.0
2022-10-04 10:23:00-04:00,3775.84,3776.39,3774.36,3776.18,0,60,0.0
2022-10-04 10:24:00-04:00,3776.28,3776.28,3775.19,3776.2,0,60,0.0
2022-10-04 10:25:00-04:00,3776.27,3776.27,3774.62,3775.15,0,60,0.0
2022-10-04 10:26:00-04:00,3775.11,3775.98,3774.71,3775.51,0,60,0.0
2022-10-04 10:27:00-04:00,3775.65,3776.91,3775.63,3776.74,0,60,0.0
2022-10-04 10:28:00-04:00,3777.21,3779.32,3777.21,3779.32,0,60,0.0
2022-10-04 10:29:00-04:00,3779.46,3779.49,3774.42,3774.42,0,60,0.0
2022-10-04 10:30:00-04:00,3774.65,3777.82,3774.65,3777.82,0,60,0.0
2022-10-04 10:31:00-04:00,3777.86,3778.63,3777.31,3777.91,0,60,0.0
2022-10-04 10:32:00-04:00,3778.12,3778.73,3776.31,3776.92,0,60,0.0
2022-10-04 10:33:00-04:00,3777.0,3779.26,3776.87,3779.24,0,60,0.0
2022-10-04 10:34:00-04:00,3779.29,3780.76,3779.01,3780.76,0,60,0.0
2022-10-04 10:35:00-04:00,3780.85,3782.23,3780.56,3780.87,0,60,0.0
2022-10-04 10:36:00-04:00,3780.87,3780.87,3779.15,3779.86,0,60,0.0
2022-10-04 10:37:00-04:00,3780.03,3781.01,3779.76,3780.93,0,60,0.0
2022-10-04 10:38:00-04:00,3780.98,3781.04,3778.96,3780.55,0,60,0.0
2022-10-04 10:39:00-04:00,3780.56,3780.56,3779.92,3779.98,0,60,0.0
2022-10-04 10:40:00-04:00,3780.15,3781.25,3779.97,3781.17,0,60,0.0
2022-10-04 10:41:00-04:00,3781.14,3782.33,3780.95,3782.04,0,60,0.0
2022-10-04 10:42:00-04:00,3781.99,3782.24,3781.42,3781.94,0,60,0.0
2022-10-04 10:43:00-04:00,3782.06,3783.52,3780.55,3783.39,0,60,0.0
2022-10-04 10:44:00-04:00,3783.45,3783.45,3777.35,3778.69,0,60,0.0
2022-10-04 10:45:00-04:00,3778.45,3778.49,3775.96,3777.81,0,60,0.0
2022-10-04 10:46:00-04:00,3777.8,3777.8,3775.71,3776.16,0,60,0.0
2022-10-04 10:47:00-04:00,3775.98,3779.06,3775.88,3779.06,0,60,0.0
2022-10-04 10:48:00-04:00,3779.42,3781.23,3779.1,3779.24,0,60,0.0
2022-10-04 10:49:00-04:00,3779.29,3779.44,3778.72,3778.86,0,60,0.0
2022-10-04 10:50:00-04:00,3778.87,3779.9,3777.56,3777.67,0,60,0.0
2022-10-04 10:51:00-04:00,3777.71,3777.83,3773.15,3774.8,0,60,0.0
2022-10-04 10:52:00-04:00,3775.17,3776.67,3774.07,3776.38,0,60,0.0
2022-10-04 10:53:00-04:00,3776.41,3778.17,3776.41,3777.91,0,60,0.0
2022-10-04 10:54:00-04:00,3778.01,3779.6,3777.15,3779.08,0,60,0.0
2022-10-04 10:55:00-04:00,3779.07,3781.18,3778.99,3781.18,0,60,0.0
2022-10-04 10:56:00-04:00,3781.12,3783.76,3781.03,3783.31,0,60,0.0
2022-10-04 10:57:00-04:00,3783.3,3783.3,3781.45,3783.2,0,60,0.0
2022-10-04 10:58:00-04:00,3783.21,3786.17,3783.21,3786.17,0,60,0.0
2022-10-04 10:59:00-04:00,3786.0,3786.61,3784.49,3785.61,0,60,0.0
2022-10-04 11:00:00-04:00,3785.6,3787.29,3784.28,3784.8,0,60,0.0
2022-10-04 11:01:00-04:00,3784.32,3785.53,3783.36,3783.56,0,60,0.0
2022-10-04 11:02:00-04:00,3783.56,3783.8,3782.95,3783.57,0,60,0.0
2022-10-04 11:03:00-04:00,3783.63,3785.22,3783.33,3784.95,0,60,0.0
2022-10-04 11:04:00-04:00,3784.95,3784.99,3783.24,3784.05,0,60,0.0
2022-10-04 11:05:00-04:00,3783.96,3784.75,3783.12,3783.12,0,60,0.0
2022-10-04 11:06:00-04:00,3783.11,3785.56,3783.11,3785.48,0,60,0.0
2022-10-04 11:07:00-04:00,3785.32,3785.32,3784.26,3784.33,0,60,0.0
2022-10-04 11:08:00-04:00,3784.37,3785.88,3783.88,3785.46,0,60,0.0
2022-10-04 11:09:00-04:00,3785.45,3787.35,3784.08,3784.14,0,60,0.0
2022-10-04 11:10:00-04:00,3783.97,3784.0,3780.84,3780.91,0,60,0.0
2022-10-04 11:11:00-04:00,3780.79,3780.8,3778.4,3780.31,0,60,0.0
2022-10-04 11:12:00-04:00,3780.41,3782.07,3780.19,3781.11,0,60,0.0
2022-10-04 11:13:00-04:00,3781.05,3782.1,3780.76,3781.8,0,60,0.0
2022-10-04 11:14:00-04:00,3781.87,3782.87,3781.47,3782.7,0,60,0.0
2022-10-04 11:15:00-04:00,3782.94,3784.89,3782.94,3783.99,0,60,0.0
2022-10-04 11:16:00-04:00,3784.04,3784.55,3783.46,3784.34,0,60,0.0
2022-10-04 11:17:00-04:00,3784.45,3785.7,3784.29,3785.69,0,60,0.0
2022-10-04 11:18:00-04:00,3785.74,3785.96,3783.75,3784.27,0,60,0.0
2022-10-04 11:19:00-04:00,3784.11,3784.88,3784.11,3784.85,0,60,0.0
2022-10-04 11:20:00-04:00,3784.9,3785.96,3784.59,3784.96,0,60,0.0
2022-10-04 11:21:00-04:00,3785.01,3785.69,3784.85,3784.85,0,60,0.0
2022-10-04 11:22:00-04:00,3785.02,3785.65,3784.96,3784.96,0,60,0.0
2022-10-04 11:23:00-04:00,3784.86,3786.95,3784.72,3786.95,0,60,0.0
2022-10-04 11:24:00-04:00,3787.0,3787.1,3785.89,3786.43,0,60,0.0
2022-10-04 11:25:00-04:00,3786.43,3786.74,3785.31,3786.74,0,60,0.0
2022-10-04 11:26:00-04:00,3786.65,3787.18,3785.9,3786.48,0,60,0.0
2022-10-04 11:27:00-04:00,3786.45,3786.7,3786.14,3786.66,0,60,0.0
2022-10-04 11:28:00-04:00,3786.76,3787.45,3786.76,3787.45,0,60,0.0
2022-10-04 11:29:00-04:00,3787.22,3787.22,3785.92,3786.57,0,60,0.0
2022-10-04 11:30:00-04:00,3786.69,3786.9,3786.35,3786.82,0,60,0.0
2022-10-04 11:31:00-04:00,3787.0,3787.65,3785.69,3787.65,0,60,0.0
2022-10-04 11:32:00-04:00,3787.65,3789.49,3784.79,3785.28,0,60,0.0
2022-10-04 11:33:00-04:00,3785.04,3785.55,3781.43,3781.43,0,60,0.0
2022-10-04 11:34:00-04:00,3781.43,3782.22,3779.7,3782.15,0,60,0.0
2022-10-04 11:35:00-04:00,3782.2,3784.74,3782.12,3784.72,0,60,0.0
2022-10-04 11:36:00-04:00,3784.64,3785.59,3784.5,3784.94,0,60,0.0
2022-10-04 11:37:00-04:00,3784.83,3785.41,3784.83,3785.09,0,60,0.0
2022-10-04 11:38:00-04:00,3784.87,3784.87,3783.01,3784.29,0,60,0.0
2022-10-04 11:39:00-04:00,3784.2,3785.0,3783.5,3785.0,0,60,0.0
2022-10-04 11:40:00-04:00,3785.11,3786.16,3783.26,3783.27,0,60,0.0
2022-10-04 11:41:00-04:00,3783.08,3784.37,3782.47,3784.33,0,60,0.0
2022-10-04 11:42:00-04:00,3784.35,3784.35,3780.34,3780.44,0,60,0.0
2022-10-04 11:43:00-04:00,3780.43,3782.39,3780.32,3782.15,0,60,0.0
2022-10-04 11:44:00-04:00,3782.21,3782.63,3781.82,3782.42,0,60,0.0
2022-10-04 11:45:00-04:00,3782.57,3782.59,3781.0,3781.71,0,60,0.0
2022-10-04 11:46:00-04:00,3781.74,3781.8,3780.06,3780.16,0,60,0.0
2022-10-04 11:47:00-04:00,3780.13,3780.38,3778.02,3778.16,0,60,0.0
2022-10-04 11:48:00-04:00,3778.22,3780.47,3778.22,3779.44,0,60,0.0
2022-10-04 11:49:00-04:00,3779.3,3779.91,3779.3,3779.52,0,60,0.0
2022-10-04 11:50:00-04:00,3779.56,3781.55,3779.52,3780.86,0,60,0.0
2022-10-04 11:51:00-04:00,3780.8,3782.06,3780.8,3781.5,0,60,0.0
2022-10-04 11:52:00-04:00,3781.48,3782.3,3781.48,3781.99,0,60,0.0
2022-10-04 11:53:00-04:00,3782.07,3782.29,3780.29,3780.3,0,60,0.0
2022-10-04 11:54:00-04:00,3780.39,3780.45,3779.96,3780.28,0,60,0.0
2022-10-04 11:55:00-04:00,3780.25,3780.38,3778.14,3778.98,0,60,0.0
2022-10-04 11:56:00-04:00,3779.02,3779.39,3778.27,3778.71,0,60,0.0
2022-10-04 11:57:00-04:00,3778.65,3780.72,3778.64,3780.72,0,60,0.0
2022-10-04 11:58:00-04:00,3780.68,3781.55,3780.46,3781.55,0,60,0.0
2022-10-04 11:59:00-04:00,3781.57,3783.17,3781.55,3783.17,0,60,0.0
2022-10-04 12:00:00-04:00,3783.23,3784.09,3783.23,3783.48,0,60,0.0
2022-10-04 12:01:00-04:00,3783.52,3783.62,3783.07,3783.1,0,60,0.0
2022-10-04 12:02:00-04:00,3783.11,3783.93,3782.87,3783.93,0,60,0.0
2022-10-04 12:03:00-04:00,3784.01,3784.59,3783.52,3783.56,0,60,0.0
2022-10-04 12:04:00-04:00,3783.57,3784.21,3783.22,3784.2,0,60,0.0
2022-10-04 12:05:00-04:00,3784.28,3785.32,3782.42,3783.25,0,60,0.0
2022-10-04 12:06:00-04:00,3783.3,3783.46,3780.72,3780.95,0,60,0.0
2022-10-04 12:07:00-04:00,3781.09,3782.61,3780.86,3780.86,0,60,0.0
2022-10-04 12:08:00-04:00,3780.81,3783.02,3780.75,3783.02,0,60,0.0
2022-10-04 12:09:00-04:00,3782.92,3783.19,3780.88,3781.04,0,60,0.0
2022-10-04 12:10:00-04:00,3780.91,3782.38,3779.88,3782.1,0,60,0.0
2022-10-04 12:11:00-04:00,3781.65,3782.64,3781.56,3781.99,0,60,0.0
2022-10-04 12:12:00-04:00,3782.3,3783.83,3781.56,3783.62,0,60,0.0
2022-10-04 12:13:00-04:00,3783.6,3784.0,3783.08,3783.61,0,60,0.0
2022-10-04 12:14:00-04:00,3783.71,3783.94,3783.12,3783.48,0,60,0.0
2022-10-04 12:15:00-04:00,3783.49,3784.61,3783.44,3783.78,0,60,0.0
2022-10-04 12:16:00-04:00,3783.73,3784.07,3783.0,3783.84,0,60,0.0
2022-10-04 12:17:00-04:00,3784.05,3784.28,3783.59,3784.15,0,60,0.0
2022-10-04 12:18:00-04:00,3784.13,3784.17,3782.0,3782.82,0,60,0.0
2022-10-04 12:19:00-04:00,3782.94,3783.36,3781.83,3782.1,0,60,0.0
